NCTId,OrgStudyId,BriefTitle,OfficialTitle,OverallStatus,LastKnownStatus,StartDate,PrimaryCompletionDate,CompletionDate,StudyType,Phase,EnrollmentCount,Condition,Keywords,BriefSummary,DetailedDescription,EligibilityCriteria,HealthyVolunteers,Sex,MinimumAge,StdAges,Locations,LocationCountry,LocationCity,LocationFacility,PrimaryOutcomes,LeadSponsor,LeadSponsorClass,VersionHolder
NCT01125215,MUPYPM-01,Capsaicin Nanoparticle in Patient With Painful Diabetic Neuropathy,Study of Topical Preparation of Capsaicin Nanoparticle in Patient With Painful Diabetic Neuropathy,UNKNOWN,ACTIVE_NOT_RECRUITING,2009-09,2013-10,2013-12,INTERVENTIONAL,PHASE2; PHASE3,60.0,Painful Diabetic Neuropathy,Painful diabetic neuropathy; Capsaicin; Nanoparticle; Quantitative Sensory Testing,The objectives of this study are to determine efficacy and safety of 0.75% topical capsaicin nanoparticle preparation versus placebo in patient with painful diabetic neuropathy.,"Painful diabetic neuropathy is the most common cause of neuropathic pain. 0.075% topical capsaicin has been used to treat the pain. Because of high concentration, conventional capsaicin topical preparation causing burning sensation and required several time of applications per day.

The nanoparticle of capsaicin topical preparation was developed with expectation of remaining efficacy, minimizing burning sensation and improving convenience of use.","Inclusion Criteria:

* History of type 2 Diabetes mellitus
* Peripheral neuropathy
* Stabilized on pain medication for at least one month
* No previous invasive intervention for pain relief

Exclusion Criteria:

* Local wound or any skin abnormality in the applicable area
* Allergic to capsaicin
* Refuse to participate or give consent
* Has other significant disease or receive medication that may worsen neuropathy",False,ALL,18 Years,ADULT; OLDER_ADULT,"Ramathibodi Hospital, Bangkok, Bangkok, Thailand; Thammasat University Hospital, Pathum Thani, Changwat Pathum Thani, Thailand",Thailand; Thailand,Bangkok; Pathum Thani,Ramathibodi Hospital; Thammasat University Hospital,"Pain relief from pain score reduction, using visual analog scale (VAS) | 12 weeks",Mahidol University,OTHER,2026-05-15
NCT01477476,11-0814,Anti-IL-1 Treatment in Children Diabetic Keto-Acidosis (DKA) at Diagnosis of Type 1 Diabetes,Anti-IL-1 Treatment in Children Diabetic Keto-Acidosis (DKA) at Diagnosis of Type 1 Diabetes.,WITHDRAWN,,2012-03,2016-03,2016-04-22,INTERVENTIONAL,PHASE2,0.0,Type I Diabetes,DKA; Diabetes; Type I Diabetes,"This is a randomized, double-blind, placebo-controlled phase 2 study. Specific aim is to evaluate feasibility and safety of anti-IL-1 (interleukin 1) treatment in the course of standard therapy for diabetic ketoacidosis in children and its effect on intracranial pressure.","Anakinra is a fully human IL-1ra (interleukin 1 receptor agonist) licensed in 2001 by FDA for the treatment of rheumatoid arthritis. It competitively binds to the IL-1 receptor, thus blocking IL-1 signaling. It is a short-acting agent that requires daily subcutaneous administration at 1-2 mg/kg, maximum 100 mg/dose. It has been effective in lowering HbA1c (glycated haemoglobin) in T2D (type 2 diabetes) and a randomized trial of anakinra in recent onset T1D (type 1 diabetes) is underway in Europe. Overall, anakinra has been used in adults and children with a good safety record, for more than 10 years. Infrequent side effects include infections, neutropenia, nausea, diarrhea, cardiopulmonary arrest, influenza-like symptoms, and production of anti-anakinra antibodies.

Study Design: A double-blinded placebo-controlled RCT (randomized controlled trial) with 2:1 allocation (14 active treatment vs. 7 placebo). Anakinra treatment will be given as a bolus of 2 mg/kg infused intravenously over 30 minutes followed by infusion of 2 mg/kg/hour for 4 hours immediately after confirmation of the diagnosis of DKA (diabetic keto-acidosis) and when laboratory safety parameters are available (CBC (complete blood count) and pregnancy test) and after a consent is obtained. Primary outcomes: Safety and tolerability of anti-IL-1 treatment (anakinra) during the initial 24 hr period of DKA treatment. Secondary outcomes: Optic nerve sheath diameter (cut-off to define cerebral edema: 4.5 mm); Changes in cytokines levels during the treatment with anakinra.","Inclusion Criteria:

* Age 8-18 years at diagnosis of type 1 diabetes
* Diabetic ketoacidosis with:

  * plasma glucose concentration \>300 mg/dl,
  * venous pH \<7.30 or
  * serum bicarbonate concentration \<15 mmol/L, and
  * ketones in urine or serum
* Hematology:

  * WBC \>3000 x 109/L;
  * platelets \>100,000 x 109/L;
  * hemoglobin \>10.0 g/dL
* Negative blood pregnancy test in females.

Exclusion Criteria:

* Children with underlying disorders, including:

  * active autoimmune or immune deficiency disorder other than type 1 diabetes,
  * malignancy,
  * organ transplant,
  * any condition requiring chronic corticosteroid use
* Previous immunotherapy to prevent type 1 diabetes
* Current or prior infection with HIV, hepatitis B or hepatitis C assessed by history
* Patients who present with DKA concomitant with alcohol or drug use,
* Head trauma,
* Meningitis or other conditions which might affect neurological function
* Renal failure
* Any condition, medical or otherwise that would, in the opinion of the investigator, prevent complete participation in the study, or that would pose a significant hazard to the subject's participation
* Patients with a history of known hypersensitivity to:

  * E coli-derived proteins,
  * anakinra, or
  * any components of the investigational drug product",False,ALL,8 Years,CHILD; ADULT,"Childrens Hospital Colorado, Aurora, Colorado, United States; University of Colorado, Anschutz Medical Campus, Aurora, Colorado, United States",United States; United States,Aurora; Aurora,"Childrens Hospital Colorado; University of Colorado, Anschutz Medical Campus",Frequency of Adverse Events | 24 hours,"University of Colorado, Denver",OTHER,2026-05-15
NCT03665350,IRFMN-7468,Insulin Treatment in Diabetic Older People With Heart Failure.,Management of the Patient With Heart Failure and Diabetes: May Insulin be a Problem? A Pilot Randomized Clinical Study (Insulin-HF),TERMINATED,,2018-11-08,2019-09-18,2019-09-18,INTERVENTIONAL,PHASE2,10.0,"Heart Failure; Diabetes Mellitus, Type 2",Heart Failure; Type 2 diabetes mellitus; Insulin; Older adults,"Cardiac failure (HF) and type 2 diabetes mellitus (T2DM) are two clinical conditions with a significant impact on public health worldwide. In the elderly population the prevalence of T2DM is constantly increasing as well as its incidence in all Western countries including Italy. The combination of HF and T2DM is frequent and leads to an increased risk of death and of non-fatal adverse cardiovascular (CV) events which justifies the frailty of this population. Although diabetic patients (pts) with HF respond to recommended treatments for HF, the effective and safe control of blood glucose levels is still an outstanding clinical problem, since glucose lowering drugs may increase the risk of CV adverse events. Insulin, used in about 30% of diabetic patients with HF, causes adverse effects such as fluid and sodium retention and unwanted effects of hypoglycemia. Even if insulin remains a milestone in glucose lowering therapy of T2DM, its risk/benefit ratio is still controversial, more so when given to old patients with HF. The issue has gained relevance since new antidiabetic agents, as the sodium glucose co-transporter 2 (SGLT- 2) inhibitors and glucagon-like peptide (GLP-1) analogues, with a safer CV profile have been made available. While the transferability of the CV benefits attributed to the new drugs needs to be assessed in clinical practice, the present study explore the benefit/risk profile of insulin in HF.

Objectives: to assess comparatively in patients with heart failure and T2DM the benefit/risk profile over 1-year follow-up of two antidiabetic strategies, standard care with vs without insulin in terms of humoral and clinical endpoints including body weight change, all-cause mortality and burden of care components (hospitalizations for CV events and episodes of severe hypoglycemia).","The project will consist in a controlled, randomized, open-label (PROBE design) multicenter, pilot study. Central randomization stratified by center, performed online, will allow a comparison of two groups of patients one receiving standard care including insulin, the other standard care without insulin. Patients considered not eligible for randomization will be included in a registry.

The first objective of this exploratory randomized study is to assess in patients with heart failure and T2DM if a standard anti-diabetic strategy which includes insulin has a different safety and efficacy profile than one without insulin. The number of patients to be included in this exploratory pilot study will be insufficient to prove or disprove a statistically significant beneficial effect of the two antidiabetic strategies on clinical events. Special care will be paid to the biologic consistency of the different endpoints, primary and secondary, even if none of them will individually yield statistically significant differences.","Inclusion Criteria:

1. men and women aged ≥70 years;
2. at discharge after admission to hospital for worsening of HF or ambulatory patients with chronic HF;
3. New York Heart Association (NYHA) class II or III
4. with any level of left ventricular ejection fraction;
5. plasma natriuretic peptide (BNP) ≥200 pg/mL or N-terminal pro-BNP ≥900 pg/mL (NT pro-BNP)
6. prior history or newly diagnosed T2DM;
7. candidate by the responsible physician to insulin therapy;
8. signed informed consent.

Exclusion Criteria:

1. significant renal insufficiency (GFR \<30 mL/min/1.73 m2) or severe liver disease (liver function test abnormalities (alanine or aspartate aminotransferase ≥ 3 × upper limit of normal \[ULN\]);
2. levels of hemoglobin \<10 g/dl;
3. HbA1c ≤5% or ≥11%;
4. unstable diabetes: type of diabetes presentation in patients with an anamnesis of frequent episodes of hypoglycemia, hyperglycemic hyperosmolar state, ketoacidosis or lactic acidosis;
5. planned CV surgery or angioplasty in 3 months;
6. any non-cardiac disease that shortens life expectancy to\<1 year (e.g.most cancers);
7. inability to comply with study protocol;
8. participation to another interventional clinical study.",False,ALL,70 Years,OLDER_ADULT,"Ospedale Bolognini di Seriate, Seriate, BG, Italy; Ospedale Treviglio, Treviglio, BG, Italy; Ospedale di Passirana, Passirana, MI, Italy",Italy; Italy; Italy,Seriate; Treviglio; Passirana,Ospedale Bolognini di Seriate; Ospedale Treviglio; Ospedale di Passirana,Change in blood glucose variability | baseline to 12 months.,Mario Negri Institute for Pharmacological Research,OTHER,2026-05-15
NCT01862120,P101106,Dose Finding Study of Il-2 at Ultra-low Dose in Children With Recently Diagnosed Type 1 Diabetes,Induction of Regulatory T Cells for the Treatment of Recently Diagnosed Type 1 Diabetes: Dose Finding Study of the Lowest Active Dose of IL-2 in Children,COMPLETED,,2013-06-27,2016-07-08,2017-03-16,INTERVENTIONAL,PHASE2,24.0,Type 1 Diabetes,Recently diagnosed; Regulatory T Cells; Tolerance Induction; Paediatrics; Low dose; IL-2,"Human recombinant interleukin-2 (rhIL-2) is a biological signalling protein playing a key role in the regulation of the immune system. At high doses, rhIL-2 activates the immune effectors T cells (TEFFS) while at low doses rhIL-2 induces and activates regulatory T cells (TREGS), a population of immune cells controlling the immune Teff response. In patients with Type 1 Diabetes (T1D), TREGS fail to control the autoimmune destruction by TEFFS of pancreatic beta-cells producing insulin. The investigator recently showed that rhIL-2 at low dose is well tolerated in patients with an autoimmune disease and in adults with established T1D, inducing TREGS without effects on TEFFS. The investigators aim to use rhIL-2 at low dose to induce/stimulate TREGS in young recently diagnosed T1D patients. This study will investigate the dose effect relationship of low dose rhIL-2 on TREG induction such as to optimize the risk benefit ratio of this treatment in T1D. Through Treg induction, the investigators aim to protect the remaining/regenerating pancreatic β-cells from autoimmune destruction, thus improving or even curing T1D.","Main objective:

Define the lowest dose of rhIL-2 inducing TREGS in children with recently diagnosed type 1 diabetes.

Conduct of the study:

Three doses will be studied versus placebo in parallel groups of six patients. Each dose or placebo will be studied according to three periods of treatment:

1. Induction of TREGS following a cure of 5 days repeated once daily administration \[day 1 - day 5\].
2. Maintenance of TREGS following repeated administration once every two weeks for one year \[day 15 - day 337\].

At each treatment period, Treg response and tolerance will be evaluated. In addition, overall response on T1D parameters will be assessed throughout the study.","Inclusion criteria :

* Age \[7-13\] years for girls and \[7-14\] years for boys

  * With a T1D diagnosis (as ADA)
  * Treated with insulin for ≤ 3 months,
  * With at least one auto-antibody among: anti-insulin, anti-GAD, anti-IA2, anti-ZnT8 ;
* No clinically relevant abnormal findings for haematology, biochemistry, liver and kidney functions
* Informed consent signed by the patient, the parents, and the investigator before any intervention necessary for the trial.

Exclusion criteria :

* Contra-indications to IL-2 :

  * Hyper sensibility to IL-2 or its excipients,
  * Severe cardiopathy
  * Previous organ allograft
  * Ongoing infection requiring antibiotherapy,
  * O2 Saturation ≤ 90 %
  * Severe impairment of any vital organ
  * Documented history of other auto-immune diseases (except for auto-antibodies for, IAA, GADA, IA-2A, anti-ZnT8A, and stable thyroiditis with normal TSH (\<10 mUI/L), T3 and, T4 levels.
  * Diabetes onset characteristics including:

    * Continuous nocturnal polyuria ≥ 3 months ;
    * Inaugural acidosis (with venous Ph \< 7.25) ;
    * HbA1c at diagnostic ≥ 13%;
    * Weight loss ≥ 10 % at diagnosis ;
    * Positive autoantibodies to 21-hydroxylase
    * Stage 2 obesity
* Non authorized concomitant treatment : immuno-modulators, cytotoxic drugs, drug modifying plasma glycemia
* vaccination ≤ 4 weeks with life vaccin
* Positive serology (IgM) to the Epstein-Barr virus (EBV) and/or cytomegalovirus (CMV), reflecting an acute infection.
* Participation to another clinical investigation in previous 3 months
* No affiliation to National Health Insurance",False,ALL,7 Years,CHILD,"Service d'Endocrinologie Pédiatrique, Le Kremlin-Bicêtre, France; Service de Pédiatrie - CHU de Nîmes, Nîmes, France; CIC pédiatrique - CHU de Necker, Paris, France; Service d'endocrinologie pédiatrique - CHU de Necker, Paris, France; CIC 9202 CHU Rober Débré, Paris, France; Service d'endocrinologie Diabétologie pédiatrique CHU Robert Débré, Paris, France",France; France; France; France; France; France,Le Kremlin-Bicêtre; Nîmes; Paris; Paris; Paris; Paris,Service d'Endocrinologie Pédiatrique; Service de Pédiatrie - CHU de Nîmes; CIC pédiatrique - CHU de Necker; Service d'endocrinologie pédiatrique - CHU de Necker; CIC 9202 CHU Rober Débré; Service d'endocrinologie Diabétologie pédiatrique CHU Robert Débré,Treg response following the induction cure period | day 5,Assistance Publique - Hôpitaux de Paris,OTHER,2026-05-15
NCT02766478,IRB00086186,Genistein Supplementation to Mitigate Cardiometabolic Dysfunction in Patients Undergoing Androgen Deprivation Therapy for Prostate Cancer,Genistein Supplementation to Mitigate Cardiometabolic Dysfunction in Patients Undergoing Androgen Deprivation Therapy for Prostate Cancer,TERMINATED,,2017-10-16,2021-07-23,2021-07-23,INTERVENTIONAL,PHASE2,10.0,Prostate Cancer,,"Genistein is a natural supplement that comes from soy. The purpose of this study is to see if genistein has any effect on preventing or reducing heart disease and diabetes risk in men receiving Androgen Deprivation Therapy for prostate cancer. A combination of nutritional measures, blood markers and imaging tools will assess body composition, lipid levels and insulin resistance. Information from this pilot study will increase understanding of interventions which may prevent or reduce health risks during prostate cancer treatment. This project involves 24 men who will receive androgen deprivation therapy for prostate cancer.","This is a double-blind, randomized, placebo-controlled trial of daily oral genistein in 24 men initiating Androgen Deprivation Therapy (ADT) for prostate cancer (PCa). Genistein is a natural supplement that comes from soy. The purpose of this study is to see if genistein has any effect on preventing or reducing heart disease and diabetes risk in men receiving ADT for PCa. A combination of nutritional measures, blood markers and imaging tools will assess body composition, lipid levels and insulin resistance. Information from this study will increase understanding of interventions which may prevent or reduce health risks during prostate cancer treatment.

All participants will receive standard counseling for diet and exercise by their oncology care team. Participants will be asked to withhold from any additional dietary supplements (with the exception of 1 standard daily multivitamin) during the study period. Participants will also be asked to complete a food diary for three days (on two weekdays and 1 weekend day).

Subjects will be randomized and stratified by diabetes status to either 60 mg/day oral genistein (30 mg taken twice daily), or matching placebo. The goal for randomizing based on diabetes status is to ensure approximately the same number of subjects who have diabetes and do not have diabetes receive genistein and placebo.

During follow-up, subjects will receive weekly reminders via phone call, text, or email to enhance compliance and monitor for potential adverse events. The 3-month study visit will be scheduled to coincide with the subject's standard of care follow-up visit. Three-month assessments will be the same as baseline assessments.

Investigators seek to assess indexes of insulin dynamics (insulin sensitivity and secretion) determined from an oral glucose tolerance test before and 12 weeks after a daily genistein or placebo supplement. Measures of vascular function before and 12 weeks after a daily genistein or placebo supplement will also be assessed via ultrasound along with other metabolic measures via blood draw.","Inclusion Criteria:

* Medical indication for androgen deprivation therapy (ADT) via luteinizing hormone-releasing hormone (LHRH) analog ± oral anti-androgen
* Diagnosis of prostate cancer
* ECOG performance status ≤ 2
* Life expectancy \> 6 months
* Ability to provide informed consent

Exclusion Criteria:

* Transmural myocardial infarction, unstable angina, or congestive heart failure requiring hospitalization within the last 6 months
* Acute coronary event within the past month
* Use of intravenous antibiotics within the last 6 months
* Chronic liver disease
* Current use of cytotoxic or immunosuppressive drugs
* Chronic glucocorticoid or acute glucocorticoid or other synthetic steroid intake within the last month
* Chronic diarrhea or malabsorptive diseases (e.g., Crohn's disease)
* Stage 5 chronic kidney disease or need for hemodialysis
* Supplemental oxygen dependency
* Brain metastasis
* Severe cognitive dysfunction impairing ability to provide informed consent or consume study drug
* Dysphagia or requirement for artificial feeding
* Surgery or hospitalization within the last month
* Chemotherapy or radiation therapy within the last 60 days
* Insulin dependent diabetes
* HIV/AIDS
* History of organ transplant
* ECOG performance status \> 2",False,MALE,18 Years,ADULT; OLDER_ADULT,"Emory University, Atlanta, Georgia, United States",United States,Atlanta,Emory University,"Matsuda Index of Whole-Body Insulin Sensitivity at Baseline and Week 8 Post-baseline | Baseline, Week 8 post-baseline; β-cell Insulin Secretion Capacity Assessed by the Insulinogenic Index at Baseline and Week 8 Post-baseline | Baseline, Week 8 post-baseline",Emory University,OTHER,2026-05-15
NCT01059825,8835-016,"Study Of Safety And Efficacy Of Ertugliflozin (PF-04971729, MK-8835) In Participants With Type 2 Diabetes (MK-8835-016)","A 12-Week, Phase 2, Randomized, Double-Blinded, Placebo-Controlled, Dose-Ranging, Parallel Group Study to Evaluate the Safety, Tolerability and Efficacy Of Once Daily PF-04971729 And Sitagliptin On Glycemic Control And Body Weight In Adult Patients With Type 2 Diabetes Mellitus Inadequately Controlled On Metformin",COMPLETED,,2010-02-24,2011-01-20,2011-01-20,INTERVENTIONAL,PHASE2,375.0,"Diabetes Mellitus, Type 2","Phase 2; safety and efficacy study with ertugliflozin (PF-04971729, MK-8835); Type 2 diabetes mellitus","MK-8835-016 (B1521006) is designed to evaluate the safety and efficacy of an investigational drug, ertugliflozin (MK-8835, PF-04971729) in participants with Type 2 diabetes mellitus. Participants in the study will receive 1 of 6 treatments for 12 weeks including 1 treatment with an approved drug (sitagliptin) for the treatment of Type 2 diabetes mellitus.",,"Inclusion Criteria:

* Participants with type 2 diabetes on stable doses of background medicines for management of the diabetes; aged 18-70 years; body mass index between 23-45 kg/m\^2

Exclusion Criteria:

* Participants with type 1 diabetes, heart attack or stroke in last 6-months, uncontrolled blood pressure, significant kidney disease",False,ALL,18 Years,ADULT; OLDER_ADULT,,,,,Baseline Hemoglobin A1c (HbA1c) | Baseline; Change From Baseline in HbA1c at Week 12 | Baseline and Week 12,Merck Sharp & Dohme LLC,INDUSTRY,2026-05-15
NCT07060417,NEPH-006-24F,Vascular Effects of SGLT2i in Non-diabetic CKD,The Effects of SGLT2 Inhibition on Vascular Health and Physical Function in Veterans With CKD,NOT_YET_RECRUITING,,2026-04-01,2029-03-31,2029-09-30,INTERVENTIONAL,PHASE2,52.0,Non-diabetic Chronic Kidney Disease,CKD; SGLT2 inhibitor; endothelial function,"Empagliflozin, a sodium-glucose co-transporter 2 inhibitor (SGLT2i), is a novel diabetic medication that reduces the risk of progression of chronic kidney disease (CKD) and heart failure and improves exercise tolerance regardless of the diabetes status. One of the important ways that empagliflozin improves health may be through its benefits on blood vessels. The effects of empagliflozin on blood vessels and physical function have not been examined in patients with chronic kidney disease, and it is less clear if empagliflozin may be beneficial in patients with chronic kidney disease without heavy urinary protein leakage. The investigators will examine if empagliflozin can improve blood vessel function and exercise tolerance in Veterans with chronic kidney disease without heavy urinary protein leakage.","Overall Strategy: The investigators propose a randomized, double-blind, placebo-controlled, phase-II study in 52 Veterans with non-diabetic CKD without heavy albuminuria (\<300 mg/g) and eGFR 20-59 mL/min/1.73m2 to investigate if empagliflozin, a selective SGLT2i, can improve vascular function, functional capacity, and plasma biomarkers of inflammation, oxidative stress, and nitric oxide (NO). Veterans will be recruited from the Salt Lake City VA and randomized to 10 mg of empagliflozin or placebo at 1:1 ratio and treated for 16 weeks.

Overarching Hypothesis: SGLT2 inhibition improves endothelial function in both macro- and micro-vasculature, in part, by mitigating inflammation and oxidative stress and augmenting NO bioavailability in patients with CKD, even in the absence of heavy albuminuria. The improved vascular function contributes to increased functional capacity.

Specific Aim 1: Comprehensively evaluate the efficacy of empagliflozin to improve vascular health, as determined by conduit artery endothelium-dependent vasodilation (flow-mediated dilation, FMD), peripheral microvasculature reactivity (passive limb movement, PLM), and arterial stiffness (carotid-femoral pulse wave velocity, PWV), in non-diabetic Veterans with CKD and albuminuria \<300 mg/g.

Specific Aim 2: Evaluate the efficacy of empagliflozin to improve functional capacity using (a) handgrip exercise and (b) mobility tests (Timed Up-and-Go test, gait speeds, and 6-minute walk).

Specific Aim 3 (Exploratory): Evaluate the efficacy of empagliflozin to (a) reduce plasma biomarkers of systemic inflammation (C-reactive protein, interleukin-6, tumor necrosis factor- ) and oxidative stress (free radical concentration assessed by electron paramagnetic resonance spectroscopy) and (b) increase plasma NO, as reflected by plasma nitrite and nitrosyl hemoglobin levels.","Inclusion Criteria:

* adults aged 18 years of age or older
* eGFR 20-59 mL/min
* albuminuria \<300 mg/g

Exclusion Criteria:

* Type 1 or 2 diabetes mellitus
* expected to start dialysis or receive kidney transplantation or die within 4 months
* prior therapy with SGLT2i within the previous year
* unable to participate in the physical function tests (hand grip, walk)
* infections requiring intravenous antibiotic treatment
* malignancy requiring systemic therapy
* extremity skin ulceration requiring active therapy
* history of Fournier's gangrene
* severe hypoglycemia requiring external assistance within the past one year
* known allergy to empagliflozin
* pregnancy",False,ALL,18 Years,ADULT; OLDER_ADULT,"VA Salt Lake City Health Care System, Salt Lake City, UT, Salt Lake City, Utah, United States",United States,Salt Lake City,"VA Salt Lake City Health Care System, Salt Lake City, UT","Change in endothelium-dependent vasodilation as measured by flow mediated dilation (FMD) | baseline, 8 weeks, 16 weeks",VA Office of Research and Development,FED,2026-05-15
NCT00389350,Hitchcock Tea 1,Effect of an Extract of Green Tea on Adults With Type 2 Diabetes,The Effect of an Extract of Green Tea on Glucose Control in Adults With Type 2 Diabetes,COMPLETED,,2005-08,,2006-06,INTERVENTIONAL,PHASE2; PHASE3,48.0,Diabetes,,The objective of this study was to determine if taking an extract of green tea for three months could improve glucose control in adults with diabetes.,"Background: Recent evidence suggests that tea from Camellia Senensis (e.g., green, oolong and black tea) may have a hypoglycemic effect.

Objective: We evaluated the ability of an extract of green and black tea to improve glucose control over a three month period using a double blinded randomized multiple dose (either placebo, 375mg or 750mg) study in adults in with Type 2 Diabetes.

Patients: The 49 subjects who completed this study were predominantly whites with an average age of 65, a median duration of Diabetes of 6 years, and 80% reported using hypoglycemic medication.

Measurements: HbA1c at three months was the primary endpoint. Results: After three months the mean changes in HbA1c were +0.4, +0.3 and +0.5, in the placebo, 375mg and 750mg arms, respectively. The changes were not significantly different between study arms.

Limitations: Evaluation of a particular extract that contained components of black teas as well as green tea. Power insufficient to detect changes in HbA1c \< 0.5.

Conclusions: We did not find a hypoglycemic effect of extract of green tea in adults with Type 2 Diabetes, but cannot rule out the possibility that tea may have a small beneficial effect.","Inclusion Criteria:

* Adults with Diabetes not taking insulin

Exclusion Criteria:

* pregnancy, warfarin therapy",False,ALL,18 Years,ADULT; OLDER_ADULT,"Dartmouth-Hitchcock Medical Center, Lebanon, New Hampshire, United States",United States,Lebanon,Dartmouth-Hitchcock Medical Center,HbA1c,Dartmouth-Hitchcock Medical Center,OTHER,2026-05-15
NCT01493050,GCO 11-0973,The Effects of Sevelamer Carbonate on Diabetic Nephropathy,Multi-Center Study of the Effect of Sevelamer Carbonate (Renvela®) on Metabolic/Inflammatory/ROS in Diabetics With Nephropathy,COMPLETED,,2012-02,2013-12,2013-12,INTERVENTIONAL,PHASE2,117.0,Diabetic Nephropathy,Diabetic Nephropathy; Sevelamer Carbonate,"The purpose of this study is to see if taking a medication can lower the amount of oxidants from food that go into our body. Previous research shows that if the investigators lower the oxidants from food in people with diabetes, this simple change lowers different risks for heart disease and the worsening of kidney disease. The investigators focus on a specific type of oxidant, advanced glycation endproducts (AGEs). A previous, smaller study, conducted by our group showed that a drug, already approved by the FDA, will lower AGEs in the investigators compared Renvela® to Tums®. Both of these drugs have few side effects and have been used for a long time in patients with diabetes and kidney disease. While our previous study was interesting, it was just too small to be able to be sure that it will help all people with diabetes, or if the good effects the investigators found were simply due to chance. The investigators are doing this new study to confirm or deny the possibility that Renvela® can really help people with diabetes and kidney disease.","Advanced glycation end products (AGEs) levels are elevated in diabetic patients and in patients with chronic kidney disease (CKD) and may contribute to the excessive cardiovascular disease in this population, by promoting oxidant stress and chronic vascular inflammation. It has recently been recognized that AGEs in the body originate not only endogenously, but also from the ingestion of preformed AGEs in the diet. We have shown that reduction of dietary AGE intake leads to significant reductions of circulating AGEs and insulin levels as well as levels of markers of oxidative stress and inflammation in both diabetic and CKD patients. Thus, the increased inflammation and oxidative stress (Infl/OS) in stable diabetes mellitus (DM) are largely due to advanced glycation end products (AGEs) from food, and restricting AGEs-intake reduces these risk factors in DM. High circulating AGEs and TNFR1/2 have been shown to be associated with progression in diabetic nephropathy. Ideally, a compound that binds food AGEs within the lumen of the intestine should have the same effect as dietary restriction of AGEs and could become an important therapeutic tool in the clinical care of these patients. We found that Sevelamer binds AGEs in vitro in a pH dependent manner. This led us to hypothesize that sevelamer carbonate, but not calcium carbonate, would sequester AGEs in the gut and reduce Infl/OS, including circulating AGEs and TNFα, in T2DM with Stage 2-4 CKD. This hypothesis was tested in a Pilot Study (GCO-08-0976) we designed as a proof-of-concept trial to determine if a larger and longer trial is indicated. We conducted a randomized, open-label, intention-to-treat, two-month crossover study to compare stable diabetic patients with stage 2-4 CKD treated with either Sevelamer carbonate or calcium carbonate for 2 months, a 1 week wash-out, and then the opposite drug for 2 months. There were no changes in medications and food intake. We found that urinary phosphate excretion was decreased by both Sevelamer carbonate and calcium carbonate. Serum AGEs, lipids, HbA1c, FGF23, and 8-isoprostanes were reduced by Sevelamer carbonate compared to calcium carbonate. In addition, PMNC levels of AGER1, SIRT1 and TNFα were also decreased by Sevelamer carbonate, compared to calcium carbonate. We concluded that Sevelamer carbonate reduces HbA1c, FGF23, lipids, and TNFα via reduced inflammation and OS in stage 2-4 diabetic CKD. These changes were not seen with calcium carbonate. Since we found that sevelamer carbonate bound AGE-BSA (but not BSA) at pH 7.0, but not at pH 1.0 in vitro, we proposed that the mechanism action is sequestration of dietary AGEs and GI elimination. Based on these data, we concluded that a larger and longer trial is indicated to confirm these results.

The current study proposes to confirm that Sevelamer Carbonate, an agent known to prevent the gastrointestinal absorption of phosphates, is also able to block the absorption of AGEs and improve certain aspects of diabetes and chronic renal disease in a larger group of patients who will be followed for a longer period of time.","Inclusion Criteria:

* Age \> 18 years
* Evidence of CKD Stages II, III or IV
* Stage II CKD; eGFR 60-89 ml/min
* Stage III CKD: eGFR 30-59 ml/min
* Stage IV CKD: eGFR 15-29 ml/min
* Proteinuria (\>200 mg/day or 300 mg/gm creatinine on a spot urine) on urinalysis on two occasions within 18 months of recruitment
* Diagnosis of diabetes and receiving at least one medication for diabetes mellitus
* HbA1c\>6.5%

Exclusion criteria:

* Age \<18
* Patients receiving active treatment for hyperphosphatemia
* Biopsy proven renal disease other than diabetic nephropathy
* Hypophosphatemia
* Hypercalcemia
* Any history of significant gastrointestinal disorders
* Any history of significant gastrointestinal surgery such as ileostomy, colostomy and colectomy.",False,ALL,18 Years,ADULT; OLDER_ADULT,"Beth Israel Medical Center, New York, New York, United States; Icahn School of Medicine at Mount Sinai, New York, New York, United States",United States; United States,New York; New York,Beth Israel Medical Center; Icahn School of Medicine at Mount Sinai,glucose metabolism | baseline; glucose metabolism | at 3 months; glucose metabolism | at 6 months,Gary Striker,OTHER,2026-05-15
